1	3	0
2	4.24605	0.108701
3	5.20061	0.131331
4	6.02234	0.124463
5	6.76274	0.125148
6	7.3921	0.124969
7	7.98582	0.120773
8	8.53461	0.119669
9	9.04049	0.123946
10	9.51869	0.125745
11	9.96098	0.132879
12	10.4309	0.125537
13	10.8432	0.120852
14	11.2706	0.120508
15	11.6623	0.118746
16	12.0437	0.109863
17	12.4054	0.11074
18	12.7677	0.114438
19	13.0821	0.115083
20	13.4279	0.107745
21	13.7604	0.110558
22	14.0864	0.112041
23	14.3602	0.115016
24	14.6665	0.114375
25	14.9558	0.114056
26	15.2333	0.106358
27	15.505	0.108516
28	15.7963	0.11031
29	16.0786	0.114121
30	16.3805	0.116857
31	16.6716	0.121529
32	16.9316	0.121834
33	17.221	0.121505
34	17.5213	0.123173
35	17.7715	0.123482
36	18.0216	0.122323
37	18.2496	0.122874
38	18.5065	0.122821
39	18.7477	0.121987
40	18.9972	0.117836
41	19.2021	0.123398
42	19.4423	0.121495
43	19.6773	0.119953
44	19.902	0.119627
45	20.1297	0.120255
46	20.3399	0.120551
47	20.5488	0.115945
48	20.775	0.116698
49	20.9958	0.115905
50	21.2267	0.110542
51	21.4289	0.110905
52	21.6167	0.115192
53	21.8313	0.119812
54	22.0387	0.117427
55	22.2084	0.118355
56	22.3855	0.114457
57	22.5848	0.115137
58	22.792	0.113475
59	22.9996	0.114534
60	23.1883	0.112092
61	23.4001	0.11438
62	23.5911	0.115119
63	23.8038	0.114091
64	24.0224	0.116072
65	24.2158	0.11821
66	24.4029	0.11644
67	24.5881	0.118169
68	24.7684	0.118317
69	24.9321	0.118804
70	25.1488	0.117698
71	25.3516	0.11589
72	25.5461	0.115602
73	25.7274	0.115355
74	25.9257	0.113073
75	26.0806	0.113877
76	26.2353	0.111553
77	26.4166	0.110005
78	26.5971	0.109249
79	26.7656	0.112553
80	26.9342	0.114181
81	27.1081	0.115206
82	27.2859	0.115869
83	27.4556	0.1143
84	27.6393	0.115738
85	27.8003	0.118124
86	27.9201	0.1158
87	28.0865	0.114154
88	28.2155	0.111971
89	28.3948	0.113091
90	28.4991	0.112569
91	28.663	0.110109
92	28.8317	0.112231
93	28.9715	0.113754
94	29.1314	0.116015
95	29.3143	0.114361
96	29.4743	0.113364
97	29.6203	0.114411
98	29.7705	0.114272
99	29.9045	0.114107
100	30.0484	0.115312
