1	10	0
2	14.1633	0.394946
3	17.3937	0.394014
4	20.1172	0.383379
5	22.5286	0.383639
6	24.5906	0.39308
7	26.4394	0.379844
8	28.3048	0.357158
9	30.0073	0.382379
10	31.6907	0.378024
11	33.2452	0.427921
12	34.7661	0.444414
13	36.1796	0.459413
14	37.5617	0.465414
15	38.8688	0.484304
16	40.1988	0.4625
17	41.5177	0.456576
18	42.7507	0.444269
19	43.9217	0.453256
20	45.0284	0.45541
21	46.1151	0.470347
22	47.1058	0.426183
23	48.0853	0.415484
24	49.1967	0.416575
25	50.1236	0.415079
26	51.1687	0.394825
27	52.0369	0.388066
28	53.0311	0.364536
29	53.9329	0.355671
30	54.9107	0.328386
31	55.8158	0.334445
32	56.6274	0.342477
33	57.5606	0.362103
34	58.4404	0.365193
35	59.2714	0.359913
36	60.1388	0.348991
37	60.9385	0.357697
38	61.7872	0.360688
39	62.6404	0.357016
40	63.4516	0.372277
41	64.2758	0.358814
42	65.0195	0.346015
43	65.7369	0.354321
44	66.5112	0.357327
45	67.2692	0.357356
46	68.0425	0.347429
47	68.7225	0.340861
48	69.4642	0.337593
49	70.2228	0.346599
50	70.9216	0.338462
51	71.5804	0.319978
52	72.2837	0.3243
53	72.9503	0.319389
54	73.6868	0.314477
55	74.2628	0.301096
56	74.9232	0.310476
57	75.6353	0.324308
58	76.2881	0.323238
59	76.9897	0.324359
60	77.5932	0.324546
61	78.2702	0.322617
62	78.8585	0.319466
63	79.4646	0.3227
64	80.0474	0.335436
65	80.6556	0.348271
66	81.3655	0.349815
67	82.0011	0.352348
68	82.6767	0.352896
69	83.2999	0.354568
70	83.8725	0.358682
71	84.4747	0.35287
72	85.0375	0.344734
73	85.6238	0.354947
74	86.3221	0.365269
75	86.8617	0.374265
76	87.5201	0.382911
77	88.0665	0.375841
78	88.596	0.366622
79	89.1428	0.36512
80	89.7396	0.371453
81	90.279	0.375228
82	90.9238	0.378563
83	91.5573	0.38489
84	92.1085	0.387167
85	92.5838	0.384317
86	93.0894	0.37885
87	93.7056	0.37149
88	94.2089	0.369264
89	94.7765	0.357759
90	95.3057	0.354477
91	95.8172	0.353483
92	96.2927	0.352654
93	96.8113	0.349005
94	97.2754	0.348016
95	97.7839	0.34949
96	98.217	0.336707
97	98.7264	0.34307
98	99.2183	0.345859
99	99.7305	0.341483
100	100.13	0.343952
